Company_ID,CollarID,Fromdepth,Todepth,Company_Lithocode,Company_Lithology,CET_Lithology,Score,Comment,CET_Comment,Comment_Score,
15,3184771,34,36.0,,,,0,,,0,
15,3184771,34,36.0,,,,0,,,0,
15,3184784,0,18.0,,,,0,,,0,
15,3184373,0,8.0,,,,0,,,0,
15,3184373,0,8.0,,,,0,,,0,
15,3184784,0,18.0,,,,0,,,0,
15,3184375,28,29.0,,,,0,,,0,
15,3184617,0,8.0,,,,0,,,0,
15,3184617,0,8.0,,,,0,,,0,
15,3184375,28,29.0,,,,0,,,0,
15,3184661,0,85.0,,,,0,,,0,
15,3184661,0,85.0,,,,0,,,0,
15,3184702,2,30.0,,,,0,,,0,
15,3184702,2,30.0,,,,0,,,0,
15,3184937,48,50.0,,,,0,,,0,
15,3184937,48,50.0,,,,0,,,0,
15,3184520,6,10.0,,,,0,,,0,
15,3184771,0,15.0,,,,0,,,0,
15,3184771,0,15.0,,,,0,,,0,
15,3184520,6,10.0,,,,0,,,0,
15,3184441,10,94.0,,,,0,,,0,
15,3184441,10,94.0,,,,0,,,0,
15,3184671,44,56.0,,,,0,,,0,
15,3184671,44,56.0,,,,0,,,0,
15,3184778,10,19.0,,,,0,,,0,
15,3184434,0,4.0,,,,0,,,0,
15,3184778,10,19.0,,,,0,,,0,
15,3184434,0,4.0,,,,0,,,0,
15,3184676,2,4.0,,,,0,,,0,
15,3184676,2,4.0,,,,0,,,0,
15,3184606,2,27.0,,,,0,,,0,
15,3184518,2,17.0,,,,0,,,0,
15,3184692,0,8.0,,,,0,,,0,
15,3184518,2,17.0,,,,0,,,0,
15,3184375,0,8.0,,,,0,,,0,
15,3184933,13,17.0,,,,0,,,0,
15,3184933,13,17.0,,,,0,,,0,
15,3184782,0,26.0,,,,0,,,0,
15,3184782,0,26.0,,,,0,,,0,
15,3184692,0,8.0,,,,0,,,0,
15,3184518,0,1.0,,,,0,,,0,
15,3184518,0,1.0,,,,0,,,0,
15,3184606,2,27.0,,,,0,,,0,
15,3184375,0,8.0,,,,0,,,0,
15,3184506,0,2.0,,,,0,,,0,
15,3184933,19,27.0,,,,0,,,0,
15,3184679,12,13.0,,,,0,,,0,
15,3184933,19,27.0,,,,0,,,0,
15,3184365,66,74.0,,,,0,,,0,
15,3184365,66,74.0,,,,0,,,0,
15,3184679,12,13.0,,,,0,,,0,
15,3184670,42,51.0,,,,0,,,0,
15,3184616,0,8.0,,,,0,,,0,
15,3184447,0,13.0,,,,0,,,0,
15,3184674,2,26.0,,,,0,,,0,
15,3184616,0,8.0,,,,0,,,0,
15,3184526,0,4.0,,,,0,,,0,
15,3184526,0,4.0,,,,0,,,0,
15,3184773,10,30.0,,,,0,,,0,
15,3184674,2,26.0,,,,0,,,0,
15,3184447,0,13.0,,,,0,,,0,
15,3184526,12,16.0,,,,0,,,0,
15,3184440,0,16.0,,,,0,,,0,
15,3184687,10,23.0,,,,0,,,0,
15,3184687,10,23.0,,,,0,,,0,
15,3184771,44,62.0,,,,0,,,0,
15,3184526,12,16.0,,,,0,,,0,
15,3184440,0,16.0,,,,0,,,0,
15,3184773,10,30.0,,,,0,,,0,
15,3184771,44,62.0,,,,0,,,0,
15,3184937,5,15.0,,,,0,,,0,
15,3184371,20,24.0,,,,0,,,0,
15,3184937,5,15.0,,,,0,,,0,
15,3184670,42,51.0,,,,0,,,0,
15,3184506,25,34.0,,,,0,,,0,
15,3184506,25,34.0,,,,0,,,0,
15,3184371,20,24.0,,,,0,,,0,
15,3184781,30,32.0,,,,0,,,0,
15,3184367,0,6.0,,,,0,,,0,
15,3184675,26,48.0,,,,0,,,0,
15,3184367,0,6.0,,,,0,,,0,
15,3184675,26,48.0,,,,0,,,0,
15,3184519,10,16.0,,,,0,,,0,
15,3184521,3,10.0,,,,0,,,0,
15,3184434,76,84.0,,,,0,,,0,
15,3184521,3,10.0,,,,0,,,0,
15,3184506,0,2.0,,,,0,,,0,
15,3184519,10,16.0,,,,0,,,0,
15,3184434,76,84.0,,,,0,,,0,
15,3184659,69,86.0,,,,0,,,0,
15,3184659,69,86.0,,,,0,,,0,
15,3184936,55,57.0,,,,0,,,0,
15,3184936,55,57.0,,,,0,,,0,
15,3184775,14,43.0,,,,0,,,0,
15,3184775,14,43.0,,,,0,,,0,
15,3184528,0,4.0,,,,0,,,0,
15,3184615,37,59.0,,,,0,,,0,
15,3184615,37,59.0,,,,0,,,0,
15,3184687,0,2.0,,,,0,,,0,
15,3184687,0,2.0,,,,0,,,0,
15,3184620,16,34.0,,,,0,,,0,
15,3184620,16,34.0,,,,0,,,0,
