Company_ID,CollarID,Fromdepth,Todepth,Company_Lithocode,Company_Lithology,CET_Lithology,Score,Comment,CET_Comment,Comment_Score,
60,738013,0,2.0,,,,0,,,0,
60,737990,0,2.0,,,,0,,,0,
60,737975,0,2.0,,,,0,,,0,
60,737998,0,2.0,,,,0,,,0,
60,737982,0,2.0,,,,0,,,0,
60,737993,0,2.0,,,,0,,,0,
144,2242652,0,1.0,,,,0,,,0,
1647,479004,0,1.0,TG,GRIT / HARDPAN,silicate-sandstone,100,,,0,
1647,478999,0,1.0,TG,GRIT / HARDPAN,silicate-sandstone,100,,,0,
1647,478991,0,1.0,TG,GRIT / HARDPAN,silicate-sandstone,100,,,0,
1647,478994,0,1.0,TG,GRIT / HARDPAN,silicate-sandstone,100,,,0,
1647,478976,0,1.0,TG,GRIT / HARDPAN,silicate-sandstone,100,,,0,
1647,478982,0,1.0,TG,GRIT / HARDPAN,silicate-sandstone,100,,,0,
1647,479013,0,1.0,TG,GRIT / HARDPAN,silicate-sandstone,100,,,0,
1647,479016,0,1.0,TG,GRIT / HARDPAN,silicate-sandstone,100,,,0,
2551,2145529,0,4.0,Qal,Quaternary Alluvium,alluvium,101,alluvial sand and gravel,gravel,101,
2551,2145529,0,4.0,Qal,Quaternary Alluvium,alluvium,101,alluvial sand and gravel,gravel,101,
2551,3525612,0,3.0,,,,0,,,0,
2551,2145507,0,4.0,Qal,Quaternary Alluvium,alluvium,101,sand and gravels,bioclastic,100,
2551,2145507,0,4.0,Qal,Quaternary Alluvium,alluvium,101,sand and gravels,bioclastic,100,
2551,3525900,0,4.0,,,,0,Colour:  rdbr,Other,60,
2551,3525900,0,4.0,,,,0,Colour:  rdbr,Other,60,
2551,3525608,0,2.0,,,,0,,,0,
2551,3525522,0,5.0,,,,0,,,0,
2551,2145598,0,2.0,Qal,Quaternary Alluvium,alluvium,101,alluvial sand and gravel,gravel,101,
2551,2145598,0,2.0,Qal,Quaternary Alluvium,alluvium,101,alluvial sand and gravel,gravel,101,
2551,2145589,0,1.0,Qal,Quaternary Alluvium,alluvium,101,alluvial sands and gravels,alluvium,100,
2551,2145589,0,1.0,Qal,Quaternary Alluvium,alluvium,101,alluvial sands and gravels,alluvium,100,
2551,3525802,0,6.0,,,,0,,,0,
2551,2145540,0,10.0,Qal,Quaternary Alluvium,alluvium,101,alluvial sands and gravels,alluvium,100,
