id,dhgeologyid,attributecolumn,attributevalue,modifieddate,modifiedby,mrtdetailid
62808514,8094555,Text,bdd,NULL,NULL,373129
62808513,8094555,Min3,mnt,NULL,NULL,373112
62808512,8094555,Min2,sil,NULL,NULL,373110
62808511,8094555,Min1,cly,NULL,NULL,373108
62808510,8094555,Colour1,brgy,NULL,NULL,373107
62808509,8094555,Gsize,fg,NULL,NULL,373106
62808508,8094555,Fe_Est_Grade,l,NULL,NULL,373105
62808507,8094555,Lith2,Sif,NULL,NULL,373102
62808506,8094555,Lith1,Ssh,NULL,NULL,373101
62808505,8094555,Reg,Lkf,NULL,NULL,373100
86505095,11473481,Comments,Bonded Red Chent BIF,NULL,NULL,511786
86505094,11473481,Vein1%,1,NULL,NULL,511781
86505093,11473481,Vein1,qtz,NULL,NULL,511780
86505092,11473481,Mineralisation1,mnt,NULL,NULL,511775
86505091,11473481,Grain,fg,NULL,NULL,511774
86505090,11473481,Lithology1,Sif,NULL,NULL,511772
86505089,11473481,Regolith,fr,NULL,NULL,511771
138590795,18818765,H2O,d,NULL,NULL,867355
138590794,18818765,SQ,g,NULL,NULL,867354
138590793,18818765,Vn1pc,5,NULL,NULL,867344
138590792,18818765,Vn1,qtz,NULL,NULL,867343
138590791,18818765,Text,bdd,NULL,NULL,867341
138590790,18818765,Min4,hem,NULL,NULL,867326
138590789,18818765,Min3,amp,NULL,NULL,867324
138590788,18818765,Min2,sil,NULL,NULL,867322
138590787,18818765,Min1,mnt,NULL,NULL,867320
138590786,18818765,Colour1,gyrd,NULL,NULL,867319
138590785,18818765,Gsize,fg,NULL,NULL,867318
138590784,18818765,Lith1,Sif,NULL,NULL,867313
223123667,29937483,WATER,WE,NULL,NULL,1316917
223123666,29937483,Samp_Qual,PS,NULL,NULL,1316916
223123665,29937483,Alt1,CB,NULL,NULL,1316905
223123664,29937483,Mineralogy_3,CB,NULL,NULL,1316902
223123663,29937483,Mineralogy_2,PX,NULL,NULL,1316901
223123662,29937483,Mineralogy_1,KF,NULL,NULL,1316900
223123661,29937483,Text2,FO,NULL,NULL,1316899
223123660,29937483,Text1,MG,NULL,NULL,1316898
223123659,29937483,Colour_Int,GN,NULL,NULL,1316895
223123658,29937483,Colour_Plot,GN,NULL,NULL,1316894
223123657,29937483,Weathering_Profile,F,NULL,NULL,1316893
223123656,29937483,Weathering_Oxide,F,NULL,NULL,1316892
223123655,29937483,Lith3,-,NULL,NULL,1316891
223123654,29937483,Lith2,AU,NULL,NULL,1316890
223123653,29937483,Lith1,AOD,NULL,NULL,1316889
223123652,29937483,DataSet,M1,NULL,NULL,1316885
32260962,4397767,Comments,shale,NULL,NULL,262833
32260961,4397767,Texture,mas,NULL,NULL,262822
32260960,4397767,Mineralisation1,cly,NULL,NULL,262811
32260959,4397767,Lithology1,Md,NULL,NULL,262805
32260958,4397767,Regolith,Lks,NULL,NULL,262804
32260957,4397767,Colour,gy,NULL,NULL,262802
223156808,29939613,Strength,EL,NULL,NULL,1316918
223156807,29939613,WATER,DR,NULL,NULL,1316917
223156806,29939613,Samp_Qual,GS,NULL,NULL,1316916
223156805,29939613,Alt1,CY,NULL,NULL,1316905
223156804,29939613,Mineralogy_3,GO,NULL,NULL,1316902
223156803,29939613,Mineralogy_2,CB,NULL,NULL,1316901
223156802,29939613,Mineralogy_1,CY,NULL,NULL,1316900
223156801,29939613,Col_2,YW,NULL,NULL,1316897
223156800,29939613,Col_1,BN,NULL,NULL,1316896
223156799,29939613,Weathering_Profile,US,NULL,NULL,1316893
223156798,29939613,Weathering_Oxide,EW,NULL,NULL,1316892
223156797,29939613,Lith3,-,NULL,NULL,1316891
223156796,29939613,Lith2,-,NULL,NULL,1316890
223156795,29939613,Lith1,AO,NULL,NULL,1316889
223156794,29939613,DataSet,WINDDINE,NULL,NULL,1316885
86493349,11472143,Texture,bnd,NULL,NULL,511779
86493348,11472143,Mineralisation3,mnt,NULL,NULL,511777
86493347,11472143,Mineralisation2,qtz,NULL,NULL,511776
86493346,11472143,Mineralisation1,hem,NULL,NULL,511775
86493345,11472143,Grain,fg,NULL,NULL,511774
86493344,11472143,Lithology1,Sif,NULL,NULL,511772
86493343,11472143,Regolith,Lkf,NULL,NULL,511771
86493342,11472143,Colour,br,NULL,NULL,511769
86501979,11473105,Comments,Magnetic,NULL,NULL,511786
86501978,11473105,H2O,d,NULL,NULL,511785
86501977,11473105,SQ,g,NULL,NULL,511784
86501976,11473105,Structure,mas,NULL,NULL,511778
86501975,11473105,Mineralisation3,qtz,NULL,NULL,511777
86501974,11473105,Mineralisation2,sil,NULL,NULL,511776
86501973,11473105,Mineralisation1,mnt,NULL,NULL,511775
86501972,11473105,Grain,Fg,NULL,NULL,511774
86501971,11473105,Lithology1,Sif,NULL,NULL,511772
86501970,11473105,Regolith,fr,NULL,NULL,511771
86501969,11473105,Colour,gy   ,NULL,NULL,511769
186383777,24743049,Alt Des2,4P,NULL,NULL,1119794
186383776,24743049,Alt Min2,HM,NULL,NULL,1119793
186383775,24743049,Alt Des1,4P,NULL,NULL,1119792
186383774,24743049,Alt Min1,SK,NULL,NULL,1119791
186383773,24743049,Hardness,H,NULL,NULL,1119781
186383772,24743049,Weathering,M,NULL,NULL,1119780
186383771,24743049,Grainsize,F,NULL,NULL,1119779
186383770,24743049,Colour,2BR,NULL,NULL,1119778
186383769,24743049,Lithology1,BIF,NULL,NULL,1119772
186404705,24745627,Alt Des1,1P,NULL,NULL,1119792
186404704,24745627,Alt Min1,CL,NULL,NULL,1119791
186404703,24745627,Hardness,S,NULL,NULL,1119781
186404702,24745627,Weathering,H,NULL,NULL,1119780
186404701,24745627,Grainsize,F,NULL,NULL,1119779
186404700,24745627,Colour,2BR,NULL,NULL,1119778
186404699,24745627,Texture1,LM,NULL,NULL,1119773
186404698,24745627,Lithology1,SSH,NULL,NULL,1119772
223133179,29938110,Strength,M,NULL,NULL,1316918
223133178,29938110,WATER,DR,NULL,NULL,1316917
223133177,29938110,Mineralogy_2,CY,NULL,NULL,1316901
223133176,29938110,Mineralogy_1,KF,NULL,NULL,1316900
223133175,29938110,Text1,MG,NULL,NULL,1316898
223133174,29938110,Col_2,Bl,NULL,NULL,1316897
223133173,29938110,Col_1,GN,NULL,NULL,1316896
223133172,29938110,Weathering_Profile,SR,NULL,NULL,1316893
223133171,29938110,Weathering_Oxide,SW,NULL,NULL,1316892
223133170,29938110,Lith3,-,NULL,NULL,1316891
223133169,29938110,Lith2,-,NULL,NULL,1316890
223133168,29938110,Lith1,AU,NULL,NULL,1316889
223133167,29938110,DataSet,SSTONE,NULL,NULL,1316885
129536919,17355302,Comments,"""strongly brecciated , serpentinite.  """,NULL,NULL,792336
129536918,17355302,Structure Intensity,s,NULL,NULL,792327
129536917,17355302,Structure,fol,NULL,NULL,792326
129536916,17355302,Mineralisation3,tlc,NULL,NULL,792319
129536915,17355302,Mineralisation2,srp,NULL,NULL,792318
129536914,17355302,Mineralisation1,srp,NULL,NULL,792317
129536913,17355302,Colour,gn   ,NULL,NULL,792316
129536912,17355302,Grain Size,fg  ,NULL,NULL,792315
129536911,17355302,Lithology 1,Aus  ,NULL,NULL,792313
129536910,17355302,Regolith,Fr ,NULL,NULL,792312
129536909,17355302,Weathering Intensity,fr      ,NULL,NULL,792311
138606104,18820401,H2O,d,NULL,NULL,867355
138606103,18820401,SQ,g,NULL,NULL,867354
138606102,18820401,Text,bdn,NULL,NULL,867341
138606101,18820401,Min4,mnt,NULL,NULL,867326
138606100,18820401,Min3,cly,NULL,NULL,867324
138606099,18820401,Min2,goe,NULL,NULL,867322
138606098,18820401,Min1,sil,NULL,NULL,867320
138606097,18820401,Colour1,gn,NULL,NULL,867319
138606096,18820401,Gsize,fg,NULL,NULL,867318
138606095,18820401,Fe_Est_Grade,l,NULL,NULL,867317
138606094,18820401,Lith2,Ssh,NULL,NULL,867314
138606093,18820401,Lith1,Sif,NULL,NULL,867313
138606092,18820401,Reg,Lsf,NULL,NULL,867312
223136859,29938346,Comments,sw with veins,NULL,NULL,1316921
223136858,29938346,Vein1,QC,NULL,NULL,1316919
223136857,29938346,Strength,H,NULL,NULL,1316918
223136856,29938346,Samp_Qual,GS,NULL,NULL,1316916
223136855,29938346,Structure,SSF,NULL,NULL,1316915
223136854,29938346,Sulph1_per,0.1,NULL,NULL,1316910
223136853,29938346,Sulph1,PY,NULL,NULL,1316909
223136852,29938346,Mineralogy_3,SE,NULL,NULL,1316902
223136851,29938346,Mineralogy_2,TA,NULL,NULL,1316901
223136850,29938346,Mineralogy_1,CH,NULL,NULL,1316900
223136849,29938346,Text1,SF,NULL,NULL,1316898
223136848,29938346,Col_1,OL,NULL,NULL,1316896
223136847,29938346,Colour_Int,l,NULL,NULL,1316895
223136846,29938346,Weathering_Profile,F,NULL,NULL,1316893
223136845,29938346,Weathering_Oxide,F,NULL,NULL,1316892
223136844,29938346,Lith3,-,NULL,NULL,1316891
223136843,29938346,Lith2,-,NULL,NULL,1316890
223136842,29938346,Lith1,AUT,NULL,NULL,1316889
223136841,29938346,DataSet,SSTONE,NULL,NULL,1316885
208370962,27459787,MAPINFO_ID,867245,NULL,NULL,1230427
208370961,27459787,Comments,NS,NULL,NULL,1230425
208370960,27459787,Flag,NS,NULL,NULL,1230424
208370959,27459787,Vein1,NS,NULL,NULL,1230420
208370958,27459787,Strength,NS,NULL,NULL,1230419
208370957,27459787,WATER,NS,NULL,NULL,1230418
208370956,27459787,Samp_Qual,NS,NULL,NULL,1230417
208370955,27459787,Structure,NS,NULL,NULL,1230416
208370954,27459787,Sulph1,NS,NULL,NULL,1230410
208370953,27459787,Alt1,NS,NULL,NULL,1230406
208370952,27459787,Mineralogy_1,NS,NULL,NULL,1230401
208370951,27459787,Text1,NS,NULL,NULL,1230399
208370950,27459787,Col_1,NS,NULL,NULL,1230397
208370949,27459787,Regolith_Profile,SR,NULL,NULL,1230394
208370948,27459787,Weathering_Oxide,SW,NULL,NULL,1230393
208370947,27459787,Code_System,GBG,NULL,NULL,1230392
208370946,27459787,Lith3,-,NULL,NULL,1230391
208370945,27459787,Lith2,-,NULL,NULL,1230390
208370944,27459787,Lith1,NS,NULL,NULL,1230389
208370943,27459787,RockPlot,NS,NULL,NULL,1230388
208370942,27459787,Priority,0,NULL,NULL,1230387
208370941,27459787,DataSet,WINDDINE,NULL,NULL,1230383
208384748,27460431,MAPINFO_ID,869064,NULL,NULL,1230427
208384747,27460431,WATER,DA,NULL,NULL,1230418
208384746,27460431,Samp_Qual,GS,NULL,NULL,1230417
208384745,27460431,Alt1_INT,s,NULL,NULL,1230407
208384744,27460431,Alt1,HM,NULL,NULL,1230406
208384743,27460431,Mineralogy_4,GR,NULL,NULL,1230404
208384742,27460431,Mineralogy_3,CH,NULL,NULL,1230403
208384741,27460431,Mineralogy_2,SI,NULL,NULL,1230402
208384740,27460431,Mineralogy_1,HM,NULL,NULL,1230401
208384739,27460431,Text2,SH,NULL,NULL,1230400
208384738,27460431,Text1,BD,NULL,NULL,1230399
208384737,27460431,Col_2,PP,NULL,NULL,1230398
208384736,27460431,Col_1,OR,NULL,NULL,1230397
208384735,27460431,Colour_Int,d,NULL,NULL,1230396
208384734,27460431,Regolith_Profile,SR,NULL,NULL,1230394
208384733,27460431,Weathering_Oxide,SW,NULL,NULL,1230393
208384732,27460431,Code_System,GBG,NULL,NULL,1230392
208384731,27460431,Lith3,-,NULL,NULL,1230391
208384730,27460431,Lith2,-,NULL,NULL,1230390
208384729,27460431,Lith1,ACI,NULL,NULL,1230389
208384728,27460431,RockPlot,ACI,NULL,NULL,1230388
208384727,27460431,Priority,0,NULL,NULL,1230387
208384726,27460431,DataSet,WINDDINE,NULL,NULL,1230383
235815341,31785731,H2O,d,NULL,NULL,1390523
235815340,31785731,SQ,g,NULL,NULL,1390522
235815339,31785731,Text,bdd,NULL,NULL,1390509
235815338,31785731,Min2,cly,NULL,NULL,1390490
235815337,31785731,Min1,sil,NULL,NULL,1390488
235815336,31785731,Colour1,wh,NULL,NULL,1390487
235815335,31785731,Gsize,fg,NULL,NULL,1390486
235815334,31785731,Fe_Est_Grade,l,NULL,NULL,1390485
235815333,31785731,Lith2,S,NULL,NULL,1390482
235815332,31785731,Lith1,Sct,NULL,NULL,1390481
86530154,11476047,Comments,?!,NULL,NULL,511786
86530153,11476047,Texture,bnd,NULL,NULL,511779
86530152,11476047,Mineralisation2,cht,NULL,NULL,511776
86530151,11476047,Mineralisation1,cly,NULL,NULL,511775
86530150,11476047,Grain,vfg,NULL,NULL,511774
86530149,11476047,Lithology1,Slc,NULL,NULL,511772
86530148,11476047,Regolith,Lsf,NULL,NULL,511771
86530147,11476047,Colour,lgnye,NULL,NULL,511769
103450546,13618722,Comments,whitish to blue grey mottled with moderately magnetic BIF wisps still evident; with some quartzite beds and limestone; bedding irregular and wispy; locally brecciated; with extensive whitish to cream yellow colored mottled areas; possible very fine local ,NULL,NULL,620827
103450545,13618722,Vn1pc,5,NULL,NULL,620815
103450544,13618722,Vn1,pyo,NULL,NULL,620814
103450543,13618722,Text,bdd,NULL,NULL,620812
103450542,13618722,Alt1_S,m,NULL,NULL,620803
103450541,13618722,Alt1,cct,NULL,NULL,620801
103450540,13618722,Min3,cct,NULL,NULL,620795
103450539,13618722,Min2,sil,NULL,NULL,620793
103450538,13618722,Min1,mnt,NULL,NULL,620791
103450537,13618722,Colour1,wh,NULL,NULL,620790
103450536,13618722,Gsize,vfg,NULL,NULL,620789
103450535,13618722,Lith2,Ssq,NULL,NULL,620785
103450534,13618722,Lith1,Sif,NULL,NULL,620784
86497681,11472620,Vein1%,0.1,NULL,NULL,511781
86497680,11472620,Vein1,qtz,NULL,NULL,511780
86497679,11472620,Texture,mas,NULL,NULL,511779
86497678,11472620,Mineralisation2,qtz,NULL,NULL,511776
86497677,11472620,Mineralisation1,mnt,NULL,NULL,511775
86497676,11472620,Grain,fg,NULL,NULL,511774
86497675,11472620,Lithology1,Sif,NULL,NULL,511772
86497674,11472620,Colour,gybk,NULL,NULL,511769
86479901,11470414,Comments,Mixed Mm/metagabbro + Sif (riebeckite/amphibole rock) sulphide - (fg) pyrite?,NULL,NULL,511786
86479900,11470414,Texture,grn,NULL,NULL,511779
86479899,11470414,Structure,bnd,NULL,NULL,511778
86479898,11470414,Mineralisation2,mnt,NULL,NULL,511776
86479897,11470414,Mineralisation1,amp,NULL,NULL,511775
86479896,11470414,Grain,Mg,NULL,NULL,511774
86479895,11470414,Lithology2,Sif,NULL,NULL,511773
86479894,11470414,Lithology1,Mm,NULL,NULL,511772
86479893,11470414,Weathering Intensity,Fr,NULL,NULL,511770
86479892,11470414,Colour,gygn,NULL,NULL,511769
86481763,11470660,Comments,irreg wispy bedding,NULL,NULL,511786
86481762,11470660,Lithology1,Spt,NULL,NULL,511772
86481761,11470660,Colour,gy   ,NULL,NULL,511769
208375498,27459999,MAPINFO_ID,862572,NULL,NULL,1230427
208375497,27459999,Comments,BIF,NULL,NULL,1230425
208375496,27459999,Strength,H,NULL,NULL,1230419
208375495,27459999,WATER,WE,NULL,NULL,1230418
208375494,27459999,Samp_Qual,GS,NULL,NULL,1230417
208375493,27459999,Alt1,HM,NULL,NULL,1230406
208375492,27459999,Mineralogy_2,SI,NULL,NULL,1230402
208375491,27459999,Mineralogy_1,HM,NULL,NULL,1230401
208375490,27459999,Text2,BD,NULL,NULL,1230400
208375489,27459999,Text1,FG,NULL,NULL,1230399
208375488,27459999,Col_2,BN,NULL,NULL,1230398
208375487,27459999,Col_1,BK,NULL,NULL,1230397
208375486,27459999,Colour_Int,m,NULL,NULL,1230396
208375485,27459999,Regolith_Profile,LS,NULL,NULL,1230394
208375484,27459999,Weathering_Oxide,MW,NULL,NULL,1230393
208375483,27459999,Code_System,GBG,NULL,NULL,1230392
208375482,27459999,Lith3,-,NULL,NULL,1230391
208375481,27459999,Lith2,-,NULL,NULL,1230390
208375480,27459999,Lith1,ACI,NULL,NULL,1230389
208375479,27459999,RockPlot,ACI,NULL,NULL,1230388
208375478,27459999,Priority,0,NULL,NULL,1230387
208375477,27459999,DataSet,WINDDINE,NULL,NULL,1230383
86506036,11473573,H2O,d,NULL,NULL,511785
86506035,11473573,SQ,G,NULL,NULL,511784
86506034,11473573,Texture,mas,NULL,NULL,511779
86506033,11473573,Structure,bnd,NULL,NULL,511778
86506032,11473573,Mineralisation2,qtz,NULL,NULL,511776
86506031,11473573,Mineralisation1,mnt,NULL,NULL,511775
86506030,11473573,Grain,fg,NULL,NULL,511774
86506029,11473573,Lithology1,Sif,NULL,NULL,511772
86506028,11473573,Colour,dgy,NULL,NULL,511769
138603044,18820094,Comments,Fresh unit of thinly bedded BIF;slightly weathered beds locally.Chert beds contorted btn 57;57.3m;57.8;58.3m. Minor faulting btn 55.8;56.3m.,NULL,NULL,867356
138603043,18820094,Slf1pc,1,NULL,NULL,867348
138603042,18820094,Slf1,pyr,NULL,NULL,867347
138603041,18820094,Vn1pc,1,NULL,NULL,867344
138603040,18820094,Vn1,qtz,NULL,NULL,867343
138603039,18820094,Text,bdd,NULL,NULL,867341
138603038,18820094,Min3,cht,NULL,NULL,867324
138603037,18820094,Min2,sil,NULL,NULL,867322
138603036,18820094,Min1,mnt,NULL,NULL,867320
138603035,18820094,Colour1,gy,NULL,NULL,867319
138603034,18820094,Gsize,vfg,NULL,NULL,867318
138603033,18820094,Fe_1,MOM,NULL,NULL,867315
138603032,18820094,Lith1,Sif,NULL,NULL,867313
20538079,2538232,Prospect,Silverstone,NULL,NULL,116915
20538078,2538232,Comments,minor calcrete,NULL,NULL,116914
20538077,2538232,Mineralisation2,go,NULL,NULL,116901
20538076,2538232,Mineralisation1,cy,NULL,NULL,116900
20538075,2538232,Colour,cr,NULL,NULL,116899
20538074,2538232,Grain_Size,vfg,NULL,NULL,116898
20538073,2538232,Lithology1,Czk,NULL,NULL,116896
20538072,2538232,Weathering_Intensity,ew,NULL,NULL,116894
86499737,11472871,Vein1%,3,NULL,NULL,511781
86499736,11472871,Vein1,qtz,NULL,NULL,511780
86499735,11472871,Texture,mas,NULL,NULL,511779
86499734,11472871,Structure,bnd,NULL,NULL,511778
86499733,11472871,Mineralisation3,qtz,NULL,NULL,511777
86499732,11472871,Mineralisation2,hem,NULL,NULL,511776
86499731,11472871,Mineralisation1,goe,NULL,NULL,511775
86499730,11472871,Grain,fg,NULL,NULL,511774
86499729,11472871,Lithology1,Sif,NULL,NULL,511772
86499728,11472871,Regolith,Lkf,NULL,NULL,511771
86499727,11472871,Colour,br,NULL,NULL,511769
239511251,32315064,m2,PY,NULL,NULL,1423119
239511250,32315064,pc_m2,1,NULL,NULL,1423118
239511249,32315064,s_m2,ST,NULL,NULL,1423117
239511248,32315064,m1,QZ,NULL,NULL,1423116
239511247,32315064,pc_m1,2,NULL,NULL,1423115
239511246,32315064,s_m1,AG,NULL,NULL,1423114
239511245,32315064,t_s,FGN,NULL,NULL,1423109
239511244,32315064,t_p,FIS,NULL,NULL,1423108
239511243,32315064,rck2,SBS,NULL,NULL,1423107
239511242,32315064,a_o,O,NULL,NULL,1423106
239511241,32315064,rck1,TMPH,NULL,NULL,1423105
239511240,32315064,co1,GY,NULL,NULL,1423102
239511239,32315064,cv1,M,NULL,NULL,1423101
239511238,32315064,wt,W,NULL,NULL,1423100
239511237,32315064,DataSet,BUGEYE,NULL,NULL,1423095
223119262,29937215,WATER,DR,NULL,NULL,1316917
223119261,29937215,Samp_Qual,GS,NULL,NULL,1316916
223119260,29937215,Alt2,GO,NULL,NULL,1316907
223119259,29937215,Alt1,CB,NULL,NULL,1316905
223119258,29937215,Mineralogy_3,CB,NULL,NULL,1316902
223119257,29937215,Mineralogy_2,GO,NULL,NULL,1316901
223119256,29937215,Mineralogy_1,CY,NULL,NULL,1316900
223119255,29937215,Text1,FG,NULL,NULL,1316898
223119254,29937215,Colour_Int,YW,NULL,NULL,1316895
223119253,29937215,Colour_Plot,YW,NULL,NULL,1316894
223119252,29937215,Weathering_Profile,LS,NULL,NULL,1316893
223119251,29937215,Weathering_Oxide,EW,NULL,NULL,1316892
223119250,29937215,Lith3,-,NULL,NULL,1316891
223119249,29937215,Lith2,-,NULL,NULL,1316890
223119248,29937215,Lith1,AU,NULL,NULL,1316889
223119247,29937215,DataSet,M1,NULL,NULL,1316885
239511141,32315058,wqn,D,NULL,NULL,1423126
239511140,32315058,m1,QZ,NULL,NULL,1423116
239511139,32315058,pc_m1,1,NULL,NULL,1423115
239511138,32315058,s_m1,AG,NULL,NULL,1423114
239511137,32315058,t_s,FOM,NULL,NULL,1423109
239511136,32315058,t_p,SOF,NULL,NULL,1423108
239511135,32315058,rck2,RCY,NULL,NULL,1423107
239511134,32315058,a_o,A,NULL,NULL,1423106
239511133,32315058,rck1,TMPH,NULL,NULL,1423105
239511132,32315058,co2,BN,NULL,NULL,1423104
239511131,32315058,cv2,M,NULL,NULL,1423103
239511130,32315058,co1,MV,NULL,NULL,1423102
239511129,32315058,cv1,M,NULL,NULL,1423101
239511128,32315058,wt,M,NULL,NULL,1423100
239511127,32315058,DataSet,BUGEYE,NULL,NULL,1423095
32261541,4397842,H2O,w,NULL,NULL,262832
32261540,4397842,Sulphide1 %,0.5,NULL,NULL,262829
32261539,4397842,Mineralisation3,pyr,NULL,NULL,262813
32261538,4397842,Mineralisation2,sil,NULL,NULL,262812
32261537,4397842,Mineralisation1,mnt,NULL,NULL,262811
32261536,4397842,Grain Size,fg,NULL,NULL,262810
32261535,4397842,Lithology1,Sif,NULL,NULL,262805
32261534,4397842,Colour,gy,NULL,NULL,262802
32262881,4397999,Texture,mas,NULL,NULL,262822
32262880,4397999,Mineralisation2,sil,NULL,NULL,262812
32262879,4397999,Mineralisation1,mnt,NULL,NULL,262811
32262878,4397999,Grain Size,fg,NULL,NULL,262810
32262877,4397999,Fe Est. Grade,M,NULL,NULL,262809
32262876,4397999,Lithology2,Ssh,NULL,NULL,262806
32262875,4397999,Lithology1,Sif,NULL,NULL,262805
32262874,4397999,Colour,gy,NULL,NULL,262802
103450692,13618736,Comments,Water samples taken at 110m;114m;120m;126m;132m;138m;145m;150m.,NULL,NULL,620827
103450691,13618736,H2O,d,NULL,NULL,620826
103450690,13618736,SQ,g,NULL,NULL,620825
103450689,13618736,Text,bdd,NULL,NULL,620812
103450688,13618736,Min3,pyr,NULL,NULL,620795
103450687,13618736,Min2,mnt,NULL,NULL,620793
103450686,13618736,Min1,sil,NULL,NULL,620791
103450685,13618736,Colour1,dgy,NULL,NULL,620790
103450684,13618736,Gsize,fg,NULL,NULL,620789
103450683,13618736,Lith2,Sif,NULL,NULL,620785
103450682,13618736,Lith1,S,NULL,NULL,620784
86487536,11471500,Comments,well bedded and uniform with contorted zones; occasional fine hematite veinlets and blebs to 2mm associated with quartz veining grunerite or a very fine green amphibole locally present ,NULL,NULL,511786
86487535,11471500,Vein2,hem,NULL,NULL,511782
86487534,11471500,Vein1,qtz,NULL,NULL,511780
86487533,11471500,Texture,bed,NULL,NULL,511779
86487532,11471500,Mineralisation3,aeg,NULL,NULL,511777
86487531,11471500,Mineralisation2,hem,NULL,NULL,511776
86487530,11471500,Mineralisation1,mnt,NULL,NULL,511775
86487529,11471500,Lithology1,Sif,NULL,NULL,511772
86487528,11471500,Colour,bugy,NULL,NULL,511769
186840145,24805273,Vein 1%,10,NULL,NULL,1123358
186840144,24805273,Vein Min1,QZ,NULL,NULL,1123357
186840143,24805273,Hardness,S,NULL,NULL,1123355
186840142,24805273,Weathering,F,NULL,NULL,1123354
186840141,24805273,Grainsize,F,NULL,NULL,1123353
186840140,24805273,Colour,1GY,NULL,NULL,1123352
186840139,24805273,Structure Texture,FO,NULL,NULL,1123350
186840138,24805273,Lithology2,VQZ,NULL,NULL,1123348
186840137,24805273,Lithology1,UMF,NULL,NULL,1123346
20549348,2539182,Prospect,Silverstone,NULL,NULL,116915
20549347,2539182,Comments,silts and qtz veining,NULL,NULL,116914
20549346,2539182,Vein1 %,2,NULL,NULL,116912
20549345,2539182,Vein1,qz,NULL,NULL,116911
20549344,2539182,Structure_Intensity,M,NULL,NULL,116908
20549343,2539182,Structure,fo,NULL,NULL,116907
20549342,2539182,Alteration1_Intensity,W,NULL,NULL,116904
20549341,2539182,Alteration1,ch,NULL,NULL,116903
20549340,2539182,Mineralisation2,ch,NULL,NULL,116901
20549339,2539182,Mineralisation1,qz,NULL,NULL,116900
20549338,2539182,Colour,gngy,NULL,NULL,116899
20549337,2539182,Grain_Size,vfg,NULL,NULL,116898
20549336,2539182,Lithology1,Ass,NULL,NULL,116896
20549335,2539182,Regolith,Ls,NULL,NULL,116895
20549334,2539182,Weathering_Intensity,sw,NULL,NULL,116894
235816302,31785832,H2O,d,NULL,NULL,1390523
235816301,31785832,SQ,g,NULL,NULL,1390522
235816300,31785832,Text,fol,NULL,NULL,1390509
235816299,31785832,Min4,hem,NULL,NULL,1390494
235816298,31785832,Min3,sil,NULL,NULL,1390492
235816297,31785832,Min2,cly,NULL,NULL,1390490
235816296,31785832,Min1,fer,NULL,NULL,1390488
235816295,31785832,Colour1,rd,NULL,NULL,1390487
235816294,31785832,Gsize,vfg,NULL,NULL,1390486
235816293,31785832,Lith1,Ssh,NULL,NULL,1390481
235816292,31785832,Reg,Lkf,NULL,NULL,1390480
86499236,11472814,Comments,Rhodonite (Mn-Fe-Mg-SiO2),NULL,NULL,511786
86499235,11472814,Texture,bnd,NULL,NULL,511779
86499234,11472814,Mineralisation3,rhd,NULL,NULL,511777
86499233,11472814,Mineralisation2,qtz,NULL,NULL,511776
86499232,11472814,Mineralisation1,mnt,NULL,NULL,511775
86499231,11472814,Grain,fg,NULL,NULL,511774
86499230,11472814,Lithology1,Sif,NULL,NULL,511772
86499229,11472814,Colour,gypk,NULL,NULL,511769
186355578,24739774,Hardness,S,NULL,NULL,1119781
186355577,24739774,Weathering,E,NULL,NULL,1119780
186355576,24739774,Grainsize,M,NULL,NULL,1119779
186355575,24739774,Colour,1RD,NULL,NULL,1119778
186355574,24739774,Structure Intensity,4,NULL,NULL,1119777
186355573,24739774,Structure Texture,FO,NULL,NULL,1119776
186355572,24739774,Lithology1,SUN,NULL,NULL,1119772
86499082,11472795,Vein1%,0.5,NULL,NULL,511781
86499081,11472795,Vein1,qtz,NULL,NULL,511780
86499080,11472795,Texture,bnd,NULL,NULL,511779
86499079,11472795,Mineralisation2,qtz,NULL,NULL,511776
86499078,11472795,Mineralisation1,mnt,NULL,NULL,511775
86499077,11472795,Grain,fg,NULL,NULL,511774
86499076,11472795,Lithology1,Sif,NULL,NULL,511772
86499075,11472795,Colour,dgy,NULL,NULL,511769
138583325,18818054,H2O,D,NULL,NULL,867355
138583324,18818054,SQ,G,NULL,NULL,867354
138583323,18818054,Text,BDD,NULL,NULL,867341
138583322,18818054,Min3,QTZ,NULL,NULL,867324
138583321,18818054,Min2,SIL,NULL,NULL,867322
138583320,18818054,Min1,MGH,NULL,NULL,867320
138583319,18818054,Colour1,BR,NULL,NULL,867319
138583318,18818054,Gsize,VFG,NULL,NULL,867318
138583317,18818054,Fe_1,MOM,NULL,NULL,867315
138583316,18818054,Lith1,SIF,NULL,NULL,867313
138583315,18818054,Reg,LSF,NULL,NULL,867312
138583314,18818054,Weath_I,W,NULL,NULL,867311
138586300,18818331,Comments,with coarse garnet porphyroblasts to 8mm across; very conspicuous spotting;,NULL,NULL,867356
138586299,18818331,Text,lam,NULL,NULL,867341
138586298,18818331,Min3,amp,NULL,NULL,867324
138586297,18818331,Min2,bio,NULL,NULL,867322
138586296,18818331,Min1,gnt,NULL,NULL,867320
138586295,18818331,Colour1,gy,NULL,NULL,867319
138586294,18818331,Gsize,vfg,NULL,NULL,867318
138586293,18818331,Lith1,Ssh,NULL,NULL,867313
