id,collarid,fromdepth,todepth,units,accuracy,modifieddate,modifiedby,mrtfileid
11476160,792952,28,30,NULL,NULL,NULL,NULL,22458
11476161,792952,30,43,NULL,NULL,NULL,NULL,22458
11476162,792952,43,44,NULL,NULL,NULL,NULL,22458
11476163,792952,44,57,NULL,NULL,NULL,NULL,22458
11476164,792952,57,60,NULL,NULL,NULL,NULL,22458
11476165,792952,60,73,NULL,NULL,NULL,NULL,22458
11476166,792952,73,74,NULL,NULL,NULL,NULL,22458
11476167,792952,74,84,NULL,NULL,NULL,NULL,22458
11476168,792952,84,90,NULL,NULL,NULL,NULL,22458
11476169,792952,90,92,NULL,NULL,NULL,NULL,22458
11476170,792952,92,103,NULL,NULL,NULL,NULL,22458
11476171,792952,103,104,NULL,NULL,NULL,NULL,22458
11476172,792952,104,122,NULL,NULL,NULL,NULL,22458
10086241,724523,0,9,NULL,NULL,NULL,NULL,20686
10086242,724523,9,11,NULL,NULL,NULL,NULL,20686
10086243,724523,11,15,NULL,NULL,NULL,NULL,20686
10086244,724523,15,25,NULL,NULL,NULL,NULL,20686
10086245,724523,25,33,NULL,NULL,NULL,NULL,20686
10086246,724523,33,40,NULL,NULL,NULL,NULL,20686
10086247,724523,40,53,NULL,NULL,NULL,NULL,20686
10086248,724523,53,61,NULL,NULL,NULL,NULL,20686
10086249,724523,61,67,NULL,NULL,NULL,NULL,20686
10086250,724523,67,69,NULL,NULL,NULL,NULL,20686
10086251,724523,69,90,NULL,NULL,NULL,NULL,20686
10086252,724523,90,99,NULL,NULL,NULL,NULL,20686
10086253,724523,99,104,NULL,NULL,NULL,NULL,20686
10086254,724523,104,108,NULL,NULL,NULL,NULL,20686
10086255,724523,108,109,NULL,NULL,NULL,NULL,20686
10086256,724523,109,115,NULL,NULL,NULL,NULL,20686
10086257,724523,115,116,NULL,NULL,NULL,NULL,20686
10086258,724523,116,120,NULL,NULL,NULL,NULL,20686
10086283,724525,0,2,NULL,NULL,NULL,NULL,20686
10086284,724525,2,4,NULL,NULL,NULL,NULL,20686
10086285,724525,4,5,NULL,NULL,NULL,NULL,20686
10086286,724525,5,6,NULL,NULL,NULL,NULL,20686
10086287,724525,6,8,NULL,NULL,NULL,NULL,20686
10086288,724525,8,9,NULL,NULL,NULL,NULL,20686
10086289,724525,9,14,NULL,NULL,NULL,NULL,20686
10086290,724525,14,15,NULL,NULL,NULL,NULL,20686
10086291,724525,15,18,NULL,NULL,NULL,NULL,20686
10086292,724525,18,19,NULL,NULL,NULL,NULL,20686
10086293,724525,19,20,NULL,NULL,NULL,NULL,20686
10086294,724525,20,23,NULL,NULL,NULL,NULL,20686
10086295,724525,23,24,NULL,NULL,NULL,NULL,20686
10086296,724525,24,28,NULL,NULL,NULL,NULL,20686
10086297,724525,28,33,NULL,NULL,NULL,NULL,20686
10086298,724525,33,34,NULL,NULL,NULL,NULL,20686
10086299,724525,34,35,NULL,NULL,NULL,NULL,20686
10086300,724525,35,36,NULL,NULL,NULL,NULL,20686
10086301,724525,36,38,NULL,NULL,NULL,NULL,20686
10086302,724525,38,45,NULL,NULL,NULL,NULL,20686
10086303,724525,45,46,NULL,NULL,NULL,NULL,20686
10086304,724525,46,51,NULL,NULL,NULL,NULL,20686
10086305,724525,51,52,NULL,NULL,NULL,NULL,20686
10086306,724525,52,54,NULL,NULL,NULL,NULL,20686
10086307,724525,54,58,NULL,NULL,NULL,NULL,20686
10086308,724525,58,60,NULL,NULL,NULL,NULL,20686
10086309,724525,60,63,NULL,NULL,NULL,NULL,20686
10086310,724525,63,64,NULL,NULL,NULL,NULL,20686
10086311,724525,64,65,NULL,NULL,NULL,NULL,20686
10086312,724525,65,67,NULL,NULL,NULL,NULL,20686
10086313,724525,67,68,NULL,NULL,NULL,NULL,20686
10086314,724525,68,69,NULL,NULL,NULL,NULL,20686
10086315,724525,69,70,NULL,NULL,NULL,NULL,20686
10086316,724525,70,74,NULL,NULL,NULL,NULL,20686
10086317,724525,74,75,NULL,NULL,NULL,NULL,20686
10086318,724525,75,76,NULL,NULL,NULL,NULL,20686
10086319,724525,76,77,NULL,NULL,NULL,NULL,20686
10086320,724525,77,80,NULL,NULL,NULL,NULL,20686
10086321,724525,80,81,NULL,NULL,NULL,NULL,20686
11475536,792942,0,1,NULL,NULL,NULL,NULL,22458
11475537,792942,1,4,NULL,NULL,NULL,NULL,22458
11475538,792942,4,6,NULL,NULL,NULL,NULL,22458
11475539,792942,6,7,NULL,NULL,NULL,NULL,22458
11475540,792942,7,14,NULL,NULL,NULL,NULL,22458
11475541,792942,14,18,NULL,NULL,NULL,NULL,22458
11475542,792942,18,21,NULL,NULL,NULL,NULL,22458
11475543,792942,21,22,NULL,NULL,NULL,NULL,22458
11475544,792942,22,27,NULL,NULL,NULL,NULL,22458
11475545,792942,27,31,NULL,NULL,NULL,NULL,22458
11475546,792942,31,34,NULL,NULL,NULL,NULL,22458
11475547,792942,34,36,NULL,NULL,NULL,NULL,22458
11475548,792942,36,37,NULL,NULL,NULL,NULL,22458
11475549,792942,37,44,NULL,NULL,NULL,NULL,22458
11475550,792942,44,50,NULL,NULL,NULL,NULL,22458
11475551,792942,50,52,NULL,NULL,NULL,NULL,22458
11475552,792942,52,56,NULL,NULL,NULL,NULL,22458
11475553,792942,56,57,NULL,NULL,NULL,NULL,22458
11475554,792942,57,59,NULL,NULL,NULL,NULL,22458
11475555,792942,59,66,NULL,NULL,NULL,NULL,22458
11475556,792942,66,68,NULL,NULL,NULL,NULL,22458
11475557,792942,68,70,NULL,NULL,NULL,NULL,22458
11475558,792942,70,80,NULL,NULL,NULL,NULL,22458
11475559,792942,80,108,NULL,NULL,NULL,NULL,22458
11475560,792942,108,113,NULL,NULL,NULL,NULL,22458
11475561,792942,113,126,NULL,NULL,NULL,NULL,22458
11475562,792942,126,134,NULL,NULL,NULL,NULL,22458
11475563,792942,134,160,NULL,NULL,NULL,NULL,22458
11475564,792943,0,2,NULL,NULL,NULL,NULL,22458
11475565,792943,2,8,NULL,NULL,NULL,NULL,22458
11475566,792943,8,16,NULL,NULL,NULL,NULL,22458
11475567,792943,16,17,NULL,NULL,NULL,NULL,22458
11475568,792943,17,20,NULL,NULL,NULL,NULL,22458
11475569,792943,20,25,NULL,NULL,NULL,NULL,22458
11475570,792943,25,29,NULL,NULL,NULL,NULL,22458
11475571,792943,29,33,NULL,NULL,NULL,NULL,22458
11475572,792943,33,40,NULL,NULL,NULL,NULL,22458
11475573,792943,40,43,NULL,NULL,NULL,NULL,22458
11475574,792943,43,51,NULL,NULL,NULL,NULL,22458
11475575,792943,51,53,NULL,NULL,NULL,NULL,22458
11475576,792943,53,65,NULL,NULL,NULL,NULL,22458
11475577,792943,65,71,NULL,NULL,NULL,NULL,22458
11475578,792943,71,75,NULL,NULL,NULL,NULL,22458
11475579,792943,75,95,NULL,NULL,NULL,NULL,22458
11475580,792943,95,101,NULL,NULL,NULL,NULL,22458
11475581,792943,101,108,NULL,NULL,NULL,NULL,22458
11475582,792943,108,150,NULL,NULL,NULL,NULL,22458
11475583,792943,150,196,NULL,NULL,NULL,NULL,22458
11475584,792943,196,197,NULL,NULL,NULL,NULL,22458
11475585,792943,197,201,NULL,NULL,NULL,NULL,22458
11475586,792943,201,203,NULL,NULL,NULL,NULL,22458
11475587,792943,203,210,NULL,NULL,NULL,NULL,22458
11475588,792943,210,220,NULL,NULL,NULL,NULL,22458
11475589,792943,220,222,NULL,NULL,NULL,NULL,22458
11475590,792943,222,223,NULL,NULL,NULL,NULL,22458
11475591,792943,223,233,NULL,NULL,NULL,NULL,22458
11475592,792943,233,234,NULL,NULL,NULL,NULL,22458
11475593,792943,234,236,NULL,NULL,NULL,NULL,22458
11475594,792943,236,237,NULL,NULL,NULL,NULL,22458
11475595,792943,237,240,NULL,NULL,NULL,NULL,22458
11475923,792948,117,118,NULL,NULL,NULL,NULL,22458
11475924,792948,118,119,NULL,NULL,NULL,NULL,22458
11475925,792948,119,120,NULL,NULL,NULL,NULL,22458
11475926,792948,120,121,NULL,NULL,NULL,NULL,22458
11475927,792948,121,122,NULL,NULL,NULL,NULL,22458
11475928,792948,122,123,NULL,NULL,NULL,NULL,22458
11475929,792948,123,124,NULL,NULL,NULL,NULL,22458
11475930,792948,124,125,NULL,NULL,NULL,NULL,22458
11475931,792948,125,126,NULL,NULL,NULL,NULL,22458
11475932,792948,126,127,NULL,NULL,NULL,NULL,22458
11475933,792948,127,128,NULL,NULL,NULL,NULL,22458
11475934,792948,128,129,NULL,NULL,NULL,NULL,22458
11475935,792948,129,130,NULL,NULL,NULL,NULL,22458
11475936,792948,130,131,NULL,NULL,NULL,NULL,22458
11475937,792948,131,132,NULL,NULL,NULL,NULL,22458
11475938,792948,132,133,NULL,NULL,NULL,NULL,22458
11475939,792948,133,134,NULL,NULL,NULL,NULL,22458
11475940,792948,134,135,NULL,NULL,NULL,NULL,22458
11475941,792948,135,136,NULL,NULL,NULL,NULL,22458
11475942,792948,136,137,NULL,NULL,NULL,NULL,22458
11475943,792948,137,138,NULL,NULL,NULL,NULL,22458
11475944,792948,138,139,NULL,NULL,NULL,NULL,22458
11475945,792948,139,140,NULL,NULL,NULL,NULL,22458
11475946,792948,140,141,NULL,NULL,NULL,NULL,22458
11475947,792948,141,142,NULL,NULL,NULL,NULL,22458
11475948,792948,142,143,NULL,NULL,NULL,NULL,22458
11475949,792948,143,144,NULL,NULL,NULL,NULL,22458
11475950,792948,144,145,NULL,NULL,NULL,NULL,22458
11475951,792948,145,146,NULL,NULL,NULL,NULL,22458
11475952,792948,146,147,NULL,NULL,NULL,NULL,22458
11475953,792948,147,148,NULL,NULL,NULL,NULL,22458
11475954,792948,148,149,NULL,NULL,NULL,NULL,22458
11475955,792948,149,150,NULL,NULL,NULL,NULL,22458
11475956,792948,150,151,NULL,NULL,NULL,NULL,22458
11475957,792948,151,152,NULL,NULL,NULL,NULL,22458
11475958,792948,152,153,NULL,NULL,NULL,NULL,22458
11475959,792948,153,154,NULL,NULL,NULL,NULL,22458
11475960,792948,154,155,NULL,NULL,NULL,NULL,22458
11475961,792948,155,156,NULL,NULL,NULL,NULL,22458
11475962,792948,156,157,NULL,NULL,NULL,NULL,22458
11475963,792948,157,158,NULL,NULL,NULL,NULL,22458
11475964,792948,158,159,NULL,NULL,NULL,NULL,22458
11475965,792948,159,160,NULL,NULL,NULL,NULL,22458
11475966,792948,160,161,NULL,NULL,NULL,NULL,22458
11475967,792948,161,162,NULL,NULL,NULL,NULL,22458
11475968,792948,162,163,NULL,NULL,NULL,NULL,22458
11475969,792948,163,164,NULL,NULL,NULL,NULL,22458
11475970,792948,164,165,NULL,NULL,NULL,NULL,22458
11475971,792948,165,166,NULL,NULL,NULL,NULL,22458
11475972,792948,166,167,NULL,NULL,NULL,NULL,22458
11475973,792948,167,168,NULL,NULL,NULL,NULL,22458
11475974,792948,168,169,NULL,NULL,NULL,NULL,22458
11475975,792948,169,170,NULL,NULL,NULL,NULL,22458
11475976,792948,170,171,NULL,NULL,NULL,NULL,22458
11475977,792948,171,172,NULL,NULL,NULL,NULL,22458
11475978,792948,172,173,NULL,NULL,NULL,NULL,22458
11475979,792948,173,174,NULL,NULL,NULL,NULL,22458
11475980,792948,174,175,NULL,NULL,NULL,NULL,22458
11475981,792948,175,176,NULL,NULL,NULL,NULL,22458
11475982,792948,176,177,NULL,NULL,NULL,NULL,22458
11475983,792948,177,178,NULL,NULL,NULL,NULL,22458
11475984,792948,178,179,NULL,NULL,NULL,NULL,22458
11475985,792948,179,180,NULL,NULL,NULL,NULL,22458
11475986,792948,180,181,NULL,NULL,NULL,NULL,22458
11475987,792948,181,182,NULL,NULL,NULL,NULL,22458
11475988,792948,182,183,NULL,NULL,NULL,NULL,22458
11475989,792948,183,184,NULL,NULL,NULL,NULL,22458
11475990,792948,184,185,NULL,NULL,NULL,NULL,22458
11475991,792948,185,186,NULL,NULL,NULL,NULL,22458
11475992,792948,186,187,NULL,NULL,NULL,NULL,22458
11475993,792948,187,188,NULL,NULL,NULL,NULL,22458
11475994,792948,188,189,NULL,NULL,NULL,NULL,22458
11475995,792948,189,190,NULL,NULL,NULL,NULL,22458
11475996,792948,190,191,NULL,NULL,NULL,NULL,22458
11475997,792948,191,192,NULL,NULL,NULL,NULL,22458
11475998,792948,192,193,NULL,NULL,NULL,NULL,22458
11475999,792948,193,194,NULL,NULL,NULL,NULL,22458
11476000,792948,194,195,NULL,NULL,NULL,NULL,22458
11476001,792948,195,196,NULL,NULL,NULL,NULL,22458
11476002,792948,196,197,NULL,NULL,NULL,NULL,22458
11476003,792948,197,198,NULL,NULL,NULL,NULL,22458
11476004,792948,198,199,NULL,NULL,NULL,NULL,22458
11476005,792948,199,200,NULL,NULL,NULL,NULL,22458
11476006,792948,200,201,NULL,NULL,NULL,NULL,22458
11476007,792948,201,202,NULL,NULL,NULL,NULL,22458
11476008,792948,202,203,NULL,NULL,NULL,NULL,22458
11476009,792948,203,204,NULL,NULL,NULL,NULL,22458
11476010,792948,204,205,NULL,NULL,NULL,NULL,22458
11476011,792948,205,206,NULL,NULL,NULL,NULL,22458
11476012,792948,206,207,NULL,NULL,NULL,NULL,22458
11476013,792948,207,208,NULL,NULL,NULL,NULL,22458
11476014,792948,208,209,NULL,NULL,NULL,NULL,22458
11476015,792948,209,210,NULL,NULL,NULL,NULL,22458
11476016,792948,210,211,NULL,NULL,NULL,NULL,22458
11476017,792948,211,212,NULL,NULL,NULL,NULL,22458
11476018,792948,212,213,NULL,NULL,NULL,NULL,22458
11476019,792948,213,214,NULL,NULL,NULL,NULL,22458
11476020,792948,214,215,NULL,NULL,NULL,NULL,22458
11476021,792948,215,216,NULL,NULL,NULL,NULL,22458
11476022,792948,216,217,NULL,NULL,NULL,NULL,22458
11476023,792948,217,218,NULL,NULL,NULL,NULL,22458
11476024,792948,218,219,NULL,NULL,NULL,NULL,22458
11476025,792948,219,220,NULL,NULL,NULL,NULL,22458
11476026,792948,220,222,NULL,NULL,NULL,NULL,22458
11476027,792949,0,1,NULL,NULL,NULL,NULL,22458
11476028,792949,1,3,NULL,NULL,NULL,NULL,22458
11476029,792949,3,4,NULL,NULL,NULL,NULL,22458
11476030,792949,4,5,NULL,NULL,NULL,NULL,22458
11476031,792949,5,6,NULL,NULL,NULL,NULL,22458
11476032,792949,6,7,NULL,NULL,NULL,NULL,22458
11476033,792949,7,8,NULL,NULL,NULL,NULL,22458
11476034,792949,8,9,NULL,NULL,NULL,NULL,22458
11476035,792949,9,16,NULL,NULL,NULL,NULL,22458
11476036,792949,16,22,NULL,NULL,NULL,NULL,22458
11476037,792949,22,26,NULL,NULL,NULL,NULL,22458
11476038,792949,26,31,NULL,NULL,NULL,NULL,22458
11476039,792949,31,34,NULL,NULL,NULL,NULL,22458
11476040,792949,34,36,NULL,NULL,NULL,NULL,22458
11476041,792949,36,40,NULL,NULL,NULL,NULL,22458
11476042,792949,40,46,NULL,NULL,NULL,NULL,22458
11476043,792949,46,48,NULL,NULL,NULL,NULL,22458
11476044,792949,48,50,NULL,NULL,NULL,NULL,22458
11476045,792949,50,60,NULL,NULL,NULL,NULL,22458
11476046,792949,60,79,NULL,NULL,NULL,NULL,22458
11476047,792949,79,90,NULL,NULL,NULL,NULL,22458
11476048,792949,90,92,NULL,NULL,NULL,NULL,22458
11476049,792949,92,98,NULL,NULL,NULL,NULL,22458
11476050,792949,98,99,NULL,NULL,NULL,NULL,22458
11476051,792949,99,100,NULL,NULL,NULL,NULL,22458
11476052,792949,100,107,NULL,NULL,NULL,NULL,22458
11476053,792949,107,110,NULL,NULL,NULL,NULL,22458
11476054,792949,110,131,NULL,NULL,NULL,NULL,22458
11476055,792949,131,152,NULL,NULL,NULL,NULL,22458
11476056,792949,152,162,NULL,NULL,NULL,NULL,22458
11476057,792949,162,166,NULL,NULL,NULL,NULL,22458
11476058,792949,166,170,NULL,NULL,NULL,NULL,22458
11476214,792957,0,1,NULL,NULL,NULL,NULL,22458
11476215,792957,1,4,NULL,NULL,NULL,NULL,22458
11476216,792957,4,8,NULL,NULL,NULL,NULL,22458
11476217,792957,8,12,NULL,NULL,NULL,NULL,22458
11476218,792957,12,15,NULL,NULL,NULL,NULL,22458
11476219,792957,15,18,NULL,NULL,NULL,NULL,22458
11476220,792957,18,20,NULL,NULL,NULL,NULL,22458
11476221,792957,20,30,NULL,NULL,NULL,NULL,22458
11476222,792957,30,36,NULL,NULL,NULL,NULL,22458
11476223,792957,36,39,NULL,NULL,NULL,NULL,22458
11476224,792957,39,42,NULL,NULL,NULL,NULL,22458
11476225,792957,42,43,NULL,NULL,NULL,NULL,22458
11476226,792957,43,57,NULL,NULL,NULL,NULL,22458
11476227,792957,57,60,NULL,NULL,NULL,NULL,22458
11476228,792957,60,71,NULL,NULL,NULL,NULL,22458
11476229,792957,71,74,NULL,NULL,NULL,NULL,22458
11476230,792957,74,77,NULL,NULL,NULL,NULL,22458
11476231,792957,77,80,NULL,NULL,NULL,NULL,22458
11476232,792957,80,90,NULL,NULL,NULL,NULL,22458
11476233,792957,90,101,NULL,NULL,NULL,NULL,22458
11476234,792957,101,107,NULL,NULL,NULL,NULL,22458
11476235,792957,107,112,NULL,NULL,NULL,NULL,22458
11476236,792957,112,115,NULL,NULL,NULL,NULL,22458
11476237,792957,115,118,NULL,NULL,NULL,NULL,22458
11476238,792957,118,126,NULL,NULL,NULL,NULL,22458
11476239,792957,126,132,NULL,NULL,NULL,NULL,22458
12130792,827751,0,1,NULL,NULL,NULL,NULL,23820
12130793,827751,1,2,NULL,NULL,NULL,NULL,23820
12130794,827751,2,5,NULL,NULL,NULL,NULL,23820
12130795,827751,5,6,NULL,NULL,NULL,NULL,23820
12130796,827751,6,7,NULL,NULL,NULL,NULL,23820
12130797,827751,7,8,NULL,NULL,NULL,NULL,23820
12130798,827751,8,10,NULL,NULL,NULL,NULL,23820
12130799,827751,10,15,NULL,NULL,NULL,NULL,23820
12130800,827751,15,18,NULL,NULL,NULL,NULL,23820
12130801,827751,18,19,NULL,NULL,NULL,NULL,23820
12130802,827751,19,20,NULL,NULL,NULL,NULL,23820
12130803,827751,20,21,NULL,NULL,NULL,NULL,23820
12130804,827751,21,22,NULL,NULL,NULL,NULL,23820
12130805,827751,22,24,NULL,NULL,NULL,NULL,23820
12130806,827751,24,25,NULL,NULL,NULL,NULL,23820
12130807,827751,25,27,NULL,NULL,NULL,NULL,23820
12130808,827751,27,28,NULL,NULL,NULL,NULL,23820
12130809,827751,28,29,NULL,NULL,NULL,NULL,23820
12130810,827751,29,30,NULL,NULL,NULL,NULL,23820
12130811,827751,30,33,NULL,NULL,NULL,NULL,23820
12130812,827751,33,34,NULL,NULL,NULL,NULL,23820
12130813,827751,34,36,NULL,NULL,NULL,NULL,23820
12130814,827751,36,39,NULL,NULL,NULL,NULL,23820
12130815,827751,39,40,NULL,NULL,NULL,NULL,23820
12130816,827751,40,44,NULL,NULL,NULL,NULL,23820
12130817,827751,44,46,NULL,NULL,NULL,NULL,23820
12130818,827751,46,51,NULL,NULL,NULL,NULL,23820
12130819,827751,51,52,NULL,NULL,NULL,NULL,23820
12130820,827751,52,54,NULL,NULL,NULL,NULL,23820
12130821,827751,54,55,NULL,NULL,NULL,NULL,23820
12130822,827751,55,61,NULL,NULL,NULL,NULL,23820
12130823,827751,61,62,NULL,NULL,NULL,NULL,23820
12130824,827751,62,64,NULL,NULL,NULL,NULL,23820
12130825,827751,64,65,NULL,NULL,NULL,NULL,23820
12130826,827751,65,70,NULL,NULL,NULL,NULL,23820
12130827,827751,70,73,NULL,NULL,NULL,NULL,23820
12130828,827751,73,74,NULL,NULL,NULL,NULL,23820
12130829,827751,74,76,NULL,NULL,NULL,NULL,23820
12130830,827751,76,83,NULL,NULL,NULL,NULL,23820
12130831,827751,83,84,NULL,NULL,NULL,NULL,23820
12130832,827751,84,85,NULL,NULL,NULL,NULL,23820
12130833,827751,85,86,NULL,NULL,NULL,NULL,23820
12130834,827751,86,90,NULL,NULL,NULL,NULL,23820
12130835,827751,90,91,NULL,NULL,NULL,NULL,23820
12130836,827751,91,96,NULL,NULL,NULL,NULL,23820
12130837,827751,96,99,NULL,NULL,NULL,NULL,23820
12130838,827751,99,102,NULL,NULL,NULL,NULL,23820
12130839,827751,102,103,NULL,NULL,NULL,NULL,23820
12130840,827751,103,106,NULL,NULL,NULL,NULL,23820
12130841,827751,106,107,NULL,NULL,NULL,NULL,23820
12130842,827751,107,109,NULL,NULL,NULL,NULL,23820
12130843,827751,109,110,NULL,NULL,NULL,NULL,23820
12130844,827751,110,114,NULL,NULL,NULL,NULL,23820
12263153,831902,1.16,7.39,NULL,NULL,NULL,NULL,23957
12263154,831902,7.39,13.36,NULL,NULL,NULL,NULL,23957
12263155,831902,13.36,16.69,NULL,NULL,NULL,NULL,23957
12263156,831902,16.69,18.35,NULL,NULL,NULL,NULL,23957
12263157,831902,18.35,30.7,NULL,NULL,NULL,NULL,23957
12263158,831902,30.7,35.02,NULL,NULL,NULL,NULL,23957
12263159,831902,35.02,42.8,NULL,NULL,NULL,NULL,23957
12263160,831902,42.8,42.9,NULL,NULL,NULL,NULL,23957
12263161,831902,42.9,44.25,NULL,NULL,NULL,NULL,23957
12263162,831902,44.25,69.05,NULL,NULL,NULL,NULL,23957
12263163,831902,69.05,71.62,NULL,NULL,NULL,NULL,23957
12263164,831902,71.62,74.01,NULL,NULL,NULL,NULL,23957
12263165,831902,74.01,78.65,NULL,NULL,NULL,NULL,23957
12263166,831902,78.65,94.1,NULL,NULL,NULL,NULL,23957
12263167,831902,94.1,95.02,NULL,NULL,NULL,NULL,23957
12263168,831902,95.02,96.56,NULL,NULL,NULL,NULL,23957
12263169,831902,96.56,96.98,NULL,NULL,NULL,NULL,23957
12263170,831902,96.98,98.75,NULL,NULL,NULL,NULL,23957
12263171,831902,98.75,101.99,NULL,NULL,NULL,NULL,23957
12263172,831902,101.99,103.3,NULL,NULL,NULL,NULL,23957
12263173,831903,0,4.37,NULL,NULL,NULL,NULL,23957
12263174,831903,4.37,9.98,NULL,NULL,NULL,NULL,23957
12263175,831903,9.98,17.25,NULL,NULL,NULL,NULL,23957
12263176,831903,17.25,17.95,NULL,NULL,NULL,NULL,23957
12263177,831903,17.95,22.34,NULL,NULL,NULL,NULL,23957
12263178,831903,22.34,23.55,NULL,NULL,NULL,NULL,23957
12263179,831903,23.55,27.27,NULL,NULL,NULL,NULL,23957
12263180,831903,27.27,27.96,NULL,NULL,NULL,NULL,23957
12263181,831903,27.96,33.56,NULL,NULL,NULL,NULL,23957
12263182,831903,33.56,36.25,NULL,NULL,NULL,NULL,23957
12263183,831903,36.25,50.97,NULL,NULL,NULL,NULL,23957
12263184,831903,50.97,65.73,NULL,NULL,NULL,NULL,23957
12263185,831903,65.73,71.47,NULL,NULL,NULL,NULL,23957
12263186,831903,71.47,74.6,NULL,NULL,NULL,NULL,23957
12263187,831903,74.6,97.22,NULL,NULL,NULL,NULL,23957
12263188,831903,97.22,102.48,NULL,NULL,NULL,NULL,23957
12263189,831903,102.48,103.29,NULL,NULL,NULL,NULL,23957
12263190,831903,103.29,104.73,NULL,NULL,NULL,NULL,23957
12263191,831903,104.73,107.54,NULL,NULL,NULL,NULL,23957
12263192,831903,107.54,112.78,NULL,NULL,NULL,NULL,23957
12263193,831903,112.78,113.56,NULL,NULL,NULL,NULL,23957
12263194,831903,113.56,114.86,NULL,NULL,NULL,NULL,23957
12263195,831903,114.86,115.19,NULL,NULL,NULL,NULL,23957
12263196,831903,115.19,118.85,NULL,NULL,NULL,NULL,23957
12685400,872745,0,2,NULL,NULL,NULL,NULL,24868
12685405,872745,24,30,NULL,NULL,NULL,NULL,24868
12685406,872745,30,52,NULL,NULL,NULL,NULL,24868
12685407,872745,52,92,NULL,NULL,NULL,NULL,24868
12685408,872745,92,110,NULL,NULL,NULL,NULL,24868
12685444,872751,0,4,NULL,NULL,NULL,NULL,24868
12685445,872751,4,9,NULL,NULL,NULL,NULL,24868
12685446,872751,9,15,NULL,NULL,NULL,NULL,24868
12685447,872751,15,21,NULL,NULL,NULL,NULL,24868
12685448,872751,21,29,NULL,NULL,NULL,NULL,24868
12685449,872751,29,40,NULL,NULL,NULL,NULL,24868
12685450,872751,40,101,NULL,NULL,NULL,NULL,24868
12685401,872745,2,6,NULL,NULL,NULL,NULL,24868
12685402,872745,6,8,NULL,NULL,NULL,NULL,24868
12685403,872745,8,11,NULL,NULL,NULL,NULL,24868
12685404,872745,11,24,NULL,NULL,NULL,NULL,24868
13618398,931212,0,1,NULL,NULL,NULL,NULL,26783
12685884,872814,0,2,NULL,NULL,NULL,NULL,24868
12685885,872814,2,9,NULL,NULL,NULL,NULL,24868
12685886,872814,9,12,NULL,NULL,NULL,NULL,24868
12685887,872814,12,15,NULL,NULL,NULL,NULL,24868
12685888,872814,15,18,NULL,NULL,NULL,NULL,24868
12685889,872814,18,40,NULL,NULL,NULL,NULL,24868
12685890,872814,40,41,NULL,NULL,NULL,NULL,24868
12685891,872814,41,67,NULL,NULL,NULL,NULL,24868
12685892,872814,67,75,NULL,NULL,NULL,NULL,24868
12685893,872814,75,83,NULL,NULL,NULL,NULL,24868
12685894,872814,83,87,NULL,NULL,NULL,NULL,24868
12685895,872814,87,89,NULL,NULL,NULL,NULL,24868
12685896,872814,89,97,NULL,NULL,NULL,NULL,24868
12685897,872814,97,109,NULL,NULL,NULL,NULL,24868
12685898,872814,109,111,NULL,NULL,NULL,NULL,24868
12685899,872815,0,4,NULL,NULL,NULL,NULL,24868
12685900,872815,4,9,NULL,NULL,NULL,NULL,24868
12685901,872815,9,12,NULL,NULL,NULL,NULL,24868
12685902,872815,12,16,NULL,NULL,NULL,NULL,24868
12685903,872815,16,34,NULL,NULL,NULL,NULL,24868
12685904,872815,34,38,NULL,NULL,NULL,NULL,24868
12685905,872815,38,55,NULL,NULL,NULL,NULL,24868
12685906,872815,55,59,NULL,NULL,NULL,NULL,24868
12685907,872815,59,67,NULL,NULL,NULL,NULL,24868
12685908,872815,67,68,NULL,NULL,NULL,NULL,24868
12685909,872815,68,75,NULL,NULL,NULL,NULL,24868
12685910,872815,75,77,NULL,NULL,NULL,NULL,24868
12685911,872815,77,87,NULL,NULL,NULL,NULL,24868
12685912,872815,87,95,NULL,NULL,NULL,NULL,24868
12685913,872815,95,111,NULL,NULL,NULL,NULL,24868
12685923,872817,0,12,NULL,NULL,NULL,NULL,24868
12685924,872817,12,14,NULL,NULL,NULL,NULL,24868
12685925,872817,14,16,NULL,NULL,NULL,NULL,24868
12685926,872817,16,23,NULL,NULL,NULL,NULL,24868
12685927,872817,23,27,NULL,NULL,NULL,NULL,24868
12685928,872817,27,34,NULL,NULL,NULL,NULL,24868
12685929,872817,34,42,NULL,NULL,NULL,NULL,24868
12685930,872817,42,53,NULL,NULL,NULL,NULL,24868
12685931,872817,53,57,NULL,NULL,NULL,NULL,24868
12685932,872817,57,59,NULL,NULL,NULL,NULL,24868
12685933,872817,59,69,NULL,NULL,NULL,NULL,24868
12685934,872817,69,70,NULL,NULL,NULL,NULL,24868
12685935,872817,70,78,NULL,NULL,NULL,NULL,24868
12685936,872817,78,93,NULL,NULL,NULL,NULL,24868
12685937,872817,93,106,NULL,NULL,NULL,NULL,24868
12685938,872817,106,107,NULL,NULL,NULL,NULL,24868
12685939,872817,107,119,NULL,NULL,NULL,NULL,24868
12685940,872818,0,2,NULL,NULL,NULL,NULL,24868
12685941,872818,2,10,NULL,NULL,NULL,NULL,24868
12685942,872818,10,15,NULL,NULL,NULL,NULL,24868
12685943,872818,15,21,NULL,NULL,NULL,NULL,24868
12685944,872818,21,34,NULL,NULL,NULL,NULL,24868
12685945,872818,34,36,NULL,NULL,NULL,NULL,24868
